Pool_0,Pool_1,Pool_2,Pool_3
9.79452,0,0,0
9.61056,0,0,0
9.70357,0,0,0
11.0033,0.310514,0,0
11.1893,0,0,0
11.3739,0,0,0
12.117,0,0,0
12.3963,0,0,0.138996
12.6753,0,0,0.293682
12.8607,0.203325,0,0.418018
13.046,0.203325,0,0.293682
12.9533,0.203325,0,0.418018
13.0467,0.38934,0,0
13.697,0.242739,0,0.633895
13.5128,0.521761,0,0.633406
13.7925,0.986798,0,0.818444
13.6071,0.986798,0,0.756276
13.6064,0.800783,0,0.197254
13.4225,1.17281,0,0.569284
12.7738,1.17281,0,0.196277
12.3119,2.15648,0,0.568306
12.0346,2.3425,0.334931,0.847817
11.7566,2.3425,0,0.847817
11.0153,1.73086,0,0.940825
10.8296,1.63785,0,0.630474
10.831,2.00988,0,0.629497
10.3677,1.39824,0.101069,0.598169
9.71972,1.58426,0.380091,0.784184
9.16512,2.56792,0.752121,0.96971
8.51647,2.56792,0.659113,0.721038
7.40451,1.03883,0.659113,0.503695
7.59086,1.31785,1.2021,0.627054
7.4982,1.01203,1.37307,0.751389
6.66354,0.826015,1.52897,0.68971
6.47752,0.640001,1.34296,0.37936
6.66457,0,1.46607,1.0309
6.47924,0.18758,1.46607,0.782229
6.01592,0.18758,1.46607,0.720061
5.3659,0,1.09404,0.472367
5.45788,0,1.76284,0.286352
5.36419,0,1.48381,0.0694979
4.99353,0,1.48381,0.504673
5.17817,0,1.12684,0.505161
4.89709,0,0.289771,0
4.98872,0,0.0107485,0
5.17405,0,0.0107485,0
5.17267,0,0,0
5.45135,0,0,0.0112394
6.00596,0,0,0
7.11724,0,0,0.0127055
7.67184,0,0.262351,0
8.0425,0,0.0913897,0.262354
7.66978,0,0,0
8.22576,0,0,0.325988
8.40903,0,0,0.14095
8.59436,0,0,0.389622
8.59401,0,0,0.576614
8.2213,0,0,0.173745
8.22061,0,0,0.174233
7.94159,0,0,0
8.49722,0,0.501587,0
8.77453,0,0,0.424371
8.49585,0,0,0.549195
8.68118,0,0.114504,0.860523
9.1445,0,0.285466,1.17087
8.95711,0,0.255359,0.799332
8.39872,0,0,0.0861127
8.58405,0,0,0.583455
8.49001,0,0,0
8.02531,0,0.305894,0.150235
7.37495,0,0.0747186,0.120862
6.90991,0,0,0.401839
6.35256,0,0,0.0914881
6.53857,0,0.308581,0.0909994
5.42626,0,0.122566,0
6.53754,0,0.620397,0.122816
6.35084,0,0.341375,0.123794
5.88717,0,0.248367,0.155122
5.70288,0,0.869312,0.620648
6.16688,0,1.39725,0.682327
6.16585,0,0.776305,0.589808
6.16517,0,0.932213,0.528129
6.16551,0,0.932213,0.403793
5.42283,0,1.41499,0.186939
5.05286,0,1.94293,0
4.95985,0,1.84992,0.0626032
5.51686,0,1.88003,0.185962
4.21682,0,0.794045,0
3.56474,0,0,0
2.72836,0,0,0
1.8937,0,0,0
2.45209,0,0,0
2.82205,0,0,0
2.63535,0,0,0
1.70734,0,0,0
1.24505,0,0,0
0.316354,0,0,0
0.130339,0,0,0
0.316354,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.196969,0,0
0,0.0109539,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.103961,0,0
0,1.68665,0,0
0,2.57731,0,0
0,2.01927,0,0
0,2.01927,0,0
0,1.83325,0,0
0,2.35188,0,0
0,3.28196,0.211268,0
0,2.60411,0,0
0,4.31922,0,0
0,2.63091,0.0881543,0
1.1517,4.63766,1.48327,0
1.33634,5.06328,1.18919,0
1.89336,3.50739,1.9811,0
1.70528,3.9866,1.76497,0
1.2423,3.46797,1.51606,0
0.129996,4.59824,1.76497,0
0.129652,3.28196,0.910167,0
1.05801,4.66445,0.940274,0
1.42935,3.62719,0.970381,0
1.05869,2.09809,0.628458,0
0.781391,2.28411,0.47255,0
0.782078,3.08176,0.658565,0
0.874742,3.6934,0.658565,0
2.2671,3.427,1.30962,0
2.08178,3.427,1.30962,0
2.08178,3.427,0.796732,0
2.08109,2.62934,0.95264,0
1.70975,2.44333,0.424703,0
1.43176,2.74915,0.424703,0
1.43176,2.74915,0.424703,0
1.52373,2.25731,0.580611,0
2.45277,2.90836,0.205894,0
1.70872,0.941028,0,0
2.17307,0.302592,0,0
1.89473,0.209585,0,0
1.33737,0,0,0
0.875773,0,0,0
1.15445,0,0,0
0.875773,0,0,0
0.506149,0,0,0
0.0411123,0,0,0
0.13412,0,0,0
0.506837,0,0,0
0.135494,0,0,0
0.690789,0,0,0
0,0,0,0
0.316354,0,0,0
0.966718,0,0,0
1.33944,0,0,0
0.5034,0,0,0
0.132745,0,0,0
0,0,0,0
0,0.0771642,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.157555,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.942593,0,0
0,1.60783,0,0
0,1.51482,0,0
0,2.76489,0,0
0,0.983571,0,0
0,1.39501,0,0
0,2.75071,0,0
0,2.84372,0,0
0,2.08548,0,0
0.871305,2.45751,0,0
1.33497,1.93888,0.163421,0
0.871305,2.45751,0,0
0.685291,3.49477,0,0
0.406268,4.43903,0,0
0.312574,3.85418,0,0
0,4.89145,0,0
0.0342387,5.59609,0,0
0,6.26133,0,0
0,5.02543,0,0
0,4.78582,0,0
0.0325204,5.13106,0,0
0.216473,4.75903,0,0
0,3.98817,0,0
0,5.67648,0,0
0,4.02758,0,0
0.311199,4.70543,0,0
0,2.64509,0,0
0,2.08704,0,0
0,2.60567,0,0.0772634
0,1.6756,0,0.0175389
0,2.61986,0,0.298027
0,2.19423,0,0.981384
0,2.28724,0,1.41656
0,2.31404,0,1.47922
0,2.40704,0,2.0074
0,3.2047,0,1.97607
0,2.07443,0,1.75873
0,1.59521,0,2.78181
0,1.22318,0,3.15579
0,1.03716,0,3.34278
0.118998,2.23365,0,3.68397
0.0270215,1.80802,0,4.21216
0.210631,1.95462,0,3.71579
0.11728,2.38025,0,3.68544
0.67498,2.53946,0,4.42999
0.674637,0.611541,0,4.52397
0.768675,0,0,5.76586
0.488965,0,0,4.58614
0,0,0.0182617,4.36978
0,0,0,2.84837
0,0,0,2.41173
0.0256468,0,0.0634218,2.31677
0,0,0,1.32355
0,0,0,0.888377
0,0,0,0
0,0,0,0
0,0,0.780061,0.0806841
0,0,1.43111,0.296072
0,0,2.45688,0.264744
0,0,3.07783,0.171248
0,0,2.58,0.326423
0,0,3.27889,0.387614
0.770737,0,3.55792,0.542789
0.770737,0,3.89984,0
0,0,2.13001,0
0,0,1.29295,0
0,0,0,0
0,0,0.702107,0
0,0,0.548886,0
0,0,0.983817,0
0,0,1.61982,0
0,0,2.24076,0
0,0,2.33377,0
1.04495,0,2.7687,0
0.859964,0,2.34882,0
1.23028,0,1.68003,0
2.3443,0,3.17083,0
3.27369,0,4.36488,0
4.10904,0,4.20897,0
4.57339,0,3.96005,0
5.59784,0,4.68637,0
6.06082,0,4.43746,0
6.98917,0,4.46756,0
7.54825,0,4.60573,0
7.91959,0,3.25309,0
9.03362,0,3.65523,0
8.47489,0,2.22732,0
7.26648,0,0.769313,0
7.08081,0,1.11124,0
6.71256,0,1.51337,0
6.24889,0,1.42036,0
6.15795,0,1.96336,0
5.13727,0,2.773,0
5.23234,0,3.3461,0.00434477
5.41698,0.488607,3.68802,0
4.67567,0,2.38323,0
4.39699,0,2.63215,0
4.86031,0.608412,2.97407,0
4.119,1.22005,2.63215,0
3.28434,0.728216,2.69505,0
1.98499,0,1.18919,0
1.24059,0,0.958015,0
0.590221,0,0.415024,0
0.58919,0,0.322016,0
0.12484,0,0,0
0.309137,0,0,0
0.400082,0,0,0
0.400769,0,0,0
0,0,0,0
0,0.59736,0,0
0,0.743962,0,0
0,0.371932,0,0
0,0.371932,0,0
0,0,0,0
0,0,0,0
0,0.584744,0,0
0,2.02083,0,0
0,0.824353,0,0
0,1.58259,0,0
0,3.24411,0,0
0,2.81849,0,0
0,2.44646,0,0
0,2.44646,0.312337,0
0,4.06856,0.327391,0
0,3.81634,0,0
0,5.03961,0,0
0,4.9734,0,0
0,3.4979,0,0
0,2.18162,0.425772,0
0,2.88626,0.875756,0
0,4.33497,1.61982,0
0,4.34758,2.54989,0
0,4.04176,2.48699,0
0,3.43013,2.40903,0
0,4.22778,2.39398,0
0,3.43013,2.20797,0
0,2.51267,2.30097,0
0,3.92196,2.05206,0
0,4.86621,1.95905,0
0,4.12215,1.05908,0
0,3.65712,1.01392,0
0,3.65712,1.26284,0
0,2.85946,0.672001,0
0,2.95247,1.01392,0
0,2.58044,0.12901,0
0,1.35717,0.392978,0
0,3.16528,1.18488,0
0,2.59306,2.17786,0
0,1.63619,1.26284,0
0,1.21056,1.61982,0
0,0.691932,1.61982,0
0,0.386113,1.10693,0
0,1.18377,1.308,0
0,2.56626,1.75798,0
0,3.12431,2.39398,0
0,2.11384,1.8811,0
0,1.84743,1.94131,0
0,3.42856,2.82354,0
0,4.23883,2.91386,0
1.43485,4.50367,3.2203,0
1.52992,5.15472,3.34341,0
0.508555,3.67922,2.78537,0
0.509242,3.86524,2.90848,0
0.976341,4.27668,4.10253,0
1.71903,4.34289,4.64552,0
2.09071,4.62191,4.14769,0
2.37008,5.29976,4.08479,0
3.29809,5.67179,4.45681,0
2.92743,5.67179,4.2079,0
3.48479,6.04382,4.50197,0
3.20749,5.00656,4.68799,0
3.20921,5.47159,5.13797,0
3.21127,5.72382,5.01217,0
3.67493,3.98191,5.80408,0
3.4896,2.45281,5.46216,0
3.48892,2.2668,3.39557,0
4.69698,3.19687,4.32564,0
5.62637,3.94093,4.89874,0
4.88368,2.95726,4.01382,0
4.97703,1.92,3.51599,0
5.07073,2.19902,3.70201,0
5.07142,2.07922,3.03321,0
4.88643,2.78387,2.53538,0
4.51646,2.96988,2.79935,0
4.60947,4.59198,2.7214,0
4.51646,4.49898,2.20851,0
4.23916,4.68499,1.44671,0
4.88746,5.50944,1.2607,0
4.51578,4.31296,0.903724,0
4.79446,5.11061,1.35371,0
5.34975,4.31296,0.996731,0
5.90436,3.32929,0.096764,0
5.53267,2.43863,0.0666572,0
6.73593,1.45496,0,0
6.82893,1.24215,0.486534,0
6.92297,1.00254,0.096764,0
6.36493,0.13868,0,0
6.7349,0,0,0
6.73386,0,0.0994511,0
6.17651,0.219071,0,0
6.9185,0.405086,0,0
7.75179,0.219071,0,0
7.56578,0.0330565,0,0
7.37942,0,0,0
6.91507,0.698289,0,0
7.19375,0.884304,0,0
6.91644,0.7645,0,0.241288
7.37839,0.39247,0,0.366601
7.56371,0.39247,0,1.23695
8.76903,0.578485,0,1.5473
9.04702,0.578485,0,2.10681
8.76731,0.419267,0,2.10828
9.23235,0.272665,0,2.85331
10.252,0.977311,0,3.87835
11.1779,0.485477,0,4.62485
10.3409,0,0,4.87597
10.3385,0,0,5.00226
9.7818,0,0,5.81044
10.3392,0,0,6.95981
10.6161,0,0,6.68079
10.3378,0.0346213,0,6.74296
9.96782,0.220636,0,7.48848
8.9468,0,0,6.8061
9.22547,0,0,6.55694
9.22513,0,0,6.30827
8.48313,0,0,6.24659
8.29815,0,0,6.58827
7.83414,0,0,6.77526
6.81106,0,0,5.1305
6.62574,0,0,4.7575
5.14312,0,0,4.57099
5.04976,0,0,4.88232
5.8858,0,0,5.09869
6.2568,0,0,4.91169
6.07147,0,0,5.22253
5.88546,0,0,4.78785
5.7015,0,0,4.69386
5.70116,0,0,4.32085
5.60781,0,0,3.38883
5.8858,0,0,3.07799
4.86581,0,0,2.33295
4.40352,0,0,2.20764
4.21923,0,0,2.57967
4.49859,0,0,2.45435
5.614,0,0,2.76275
6.078,0,0,1.70541
6.07834,0,0,0.772891
6.07972,0,0,0.61625
6.54338,0,0,0.274082
6.73008,0,0,0.148769
7.37976,0,0,0
7.84583,0,0,0.736676
8.77418,0.13868,0,0.70437
9.33085,0,0,1.20122
10.0732,0,0,1.60458
10.0749,0,0,1.72794
9.89027,0,0,1.75878
9.98122,0,0,1.29325
9.61297,0,0,0.980949
10.541,0,0,1.01081
10.0777,0,0.358046,0.699972
10.7284,0.535942,0.232244,0.947177
10.4497,0.349927,0,0.201652
10.8217,0.721957,0.418259,0.946689
12.49,1.12078,0.247298,0.946689
12.861,1.21379,0.853189,1.07054
12.675,1.63941,0.760182,0.884521
13.1407,1.98465,1.5822,1.16257
13.6047,2.17066,1.6752,1.31774
13.697,1.46602,2.18809,1.31774
12.5813,1.05457,2.78161,0.170324
12.1166,1.29418,3.43535,0
12.3009,0.403521,4.61703,0
11.4642,0,4.12188,0
10.2571,0,2.78699,0
10.0701,0,3.26976,0
11.1814,0,4.52939,0
10.903,0.0992668,5.12023,0
10.81,0.00625938,4.76326,0
9.23407,0.431883,5.77397,0
8.39597,0,5.6987,0
8.5782,0,6.04331,0
8.20549,0,5.99815,0
8.29781,0,6.07611,0
7.5565,0,6.24707,0
7.55547,0,6.40298,0
7.64572,0,5.58096,0
7.46108,0,5.67397,0
6.90373,0,6.42072,0
6.62505,0,6.49867,0
6.71634,0,6.12664,0
6.25096,0,5.5686,0
6.25061,0,5.30463,0
5.50896,0,5.28958,0
5.41526,0,4.40466,0
5.13727,0,4.32671,0
5.32398,0,4.79175,0
5.41664,0,4.35682,0
6.438,0,4.57294,0
6.90132,0,4.49498,0
6.99536,0,4.09016,0
6.99536,0,3.39126,0
6.90373,0,3.49932,0
6.5341,0,4.39929,0
6.34981,0,4.41434,0
6.35187,0,3.85361,0
6.1662,0,4.27349,0
5.23819,0,3.8235,0
5.51893,0,4.14769,0
4.96363,0,4.3337,0
5.70494,0,4.22564,0
6.44488,0,2.03594,0
8.20755,0,3.55685,0
9.41046,0,4.30359,0
11.4477,0.394035,5.39226,0
12.0956,1.4313,7.42875,0.0929541
14.1342,2.96039,7.5067,1.27414
14.2228,3.98504,8.86203,1.24624
13.8494,4.46426,8.21097,1.12385
12.0833,4.50524,8.69644,0.723428
12.1725,4.1868,8.45021,0.850207
10.5924,4.10797,7.66099,1.16447
9.9386,4.54778,9.91897,1.13754
9.56417,4.74797,10.6835,1.20264
10.5793,4.24352,11.1211,1.48459
10.2028,4.19149,10.2238,1.70633
9.08263,2.87678,8.24053,0.220657
7.5928,1.53526,7.3282,0
7.12295,0.991395,6.49382,0
7.12054,1.86944,7.1024,0
6.09128,1.31296,5.44601,0
5.52911,2.08538,4.37776,0
4.40649,0.425429,3.46812,0
3.3786,3.29917,5.153,0
1.14229,0.562544,4.95999,0
0.487805,0.510515,5.10353,0
0,0,4.00519,0
0,0,4.55624,0
0,0,3.64391,0
0,0,4.02131,0
0,0,3.23478,0
0,0,2.5262,0
0,0,0.37735,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.744005,0
0,0,2.2117,0
0,0,0.718203,0
0,0,2.51276,0
0,2.45575,3.81218,0
0,4.23551,4.97074,0
0,7.70358,7.79107,0
0,6.38573,8.62545,0
0,7.68627,10.5281,0.316543
0,8.60216,11.3775,1.36802
0,9.89008,12.0232,2.16936
0,8.70622,11.0576,2.32307
0,7.09673,9.57919,1.88545
0,8.53125,9.74477,2.68875
0,7.93223,9.91305,2.00197
0,7.91805,10.3603,2.02988
0,9.04676,11.0388,3.51653
0,9.19179,11.8581,4.56898
0,7.4357,13.8441,4.62773
0,5.06797,14.4623,5.43249
0.578536,5.49203,14.6129,6.14229
1.04701,4.74641,16.5209,4.70901
1.14208,6.31492,17.2649,4.70706
0.958814,5.03805,16.4553,4.33258
2.17203,6.75159,18.0816,5.16623
1.98946,7.18983,16.2612,5.7233
1.80482,5.54093,16.2913,4.97679
1.80825,5.85937,15.8537,5.09869
2.09071,4.62191,16.379,5.56177
2.65116,4.30191,16.0494,5.46534
3.30256,4.43433,14.4,5.52555
3.95773,5.58983,14.9704,5.67633
3.86644,6.87932,14.6586,4.55633
4.42621,7.29076,14.143,4.8334
5.63152,7.7826,14.329,4.70858
5.9102,7.35697,13.4893,4.58375
6.37489,7.42318,13.5194,4.39627
5.91054,6.2267,12.7275,3.99291
6.09622,6.01389,12.6495,3.27774
6.46687,5.09643,11.7947,2.71823
7.39488,5.16264,11.5609,2.81075
7.48755,4.55101,11.6388,2.93508
7.39523,4.94983,11.8098,2.96592
7.11724,5.25565,11.2189,2.96592
7.21059,5.13585,10.9071,2.99627
6.74658,4.94983,10.5501,2.68592
6.74658,4.33819,10.0373,3.24543
6.37455,3.96616,8.98138,2.74907
5.72316,2.91629,8.92117,2.56452
5.72109,2.96988,7.85024,2.87682
4.79308,1.37457,5.7686,2.93997
4.79377,1.86641,5.44173,2.93948
4.60604,0.603717,4.10683,2.41276
4.41865,0.657311,2.94289,2.22773
4.23194,0.89692,3.08375,2.38437
3.8582,0.365673,2.33969,2.38632
2.74417,0.419267,1.78165,2.32562
1.90573,0,0.0596652,1.48953
1.99667,0,0,2.20568
1.71662,0,0,2.26932
0.786202,0,0,1.68141
0,0,0,1.21833
0,0,0,1.3456
0,0,0,0.292652
0,0,0,1.03964
0,0,0,0.824255
0,0,0,2.34712
0,0,0,2.59677
0,0,0,3.90327
0,0,0,3.06718
0,0,0,4.59152
0,0,0,5.46235
0,0,0,6.02235
0,0,0,8.01075
0,0,0,8.85026
0,0,0,9.59676
0,0,0,11.7095
0,0,0,11.4305
0,0,0,13.1697
0,0,0,14.1335
0,0,0,15.1909
0,0,0,16.2468
0,0,0,17.6458
0,0,0,18.2675
0,0,0,19.9137
0,0,0,21.6529
0,0,0,21.8389
0,0,0,23.9502
0,0,0,25.6586
0,0,0,26.6831
0,0,0,27.8624
0,0,0,27.1795
0,0,0,26.34
0,0,0,24.6306
0,0,0,23.1386
0,0,0,21.8311
0,0,0,20.6162
0,0,0,20.0253
0,0,0,18.8118
0,0,0,17.4123
0,0,0,16.7275
0,0,0,14.7367
0,0,0.281161,13.554
0,0,0.0951463,12.4976
0,0,0,11.1921
0,0,0,9.57672
0,0,0,7.86882
0,0,0.391909,6.37532
0,0,0.359115,6.18736
0,0.381419,0,5.53484
0,1.32567,0,4.41631
0,2.24313,0,3.73246
0,2.05712,0,2.8626
0,1.35247,0,1.83707
0,2.15012,0,1.4019
0,1.96411,0,0.438542
0,1.8443,0,0
0,2.36294,0,0
0,2.69555,0,0
0,2.17692,0,0
0,2.26993,0,0
0,2.26993,0,0
0,2.0445,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.398353,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.395666,0
0,0,2.58537,0
0,0,0.737588,0
0,0,1.38864,0
0,0,1.60476,0
0,0,1.26284,0
0,0,1.23004,0
0,0,1.29026,0
0,0,0.606413,0
0,0,0.465558,0
0,0,0,0
0,0,1.06876,0
0,0,0.244062,0
0,0,0.925221,0
0,0,1.20424,0
0,0,0.706412,0
0,0,0.706412,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.222201,0,0
0,0,0,0
0,0.621028,0,0
0,1.45809,0.467176,0
0,1.4313,0.15536,0
0,1.71032,0.869312,0
0.236063,1.80333,0,0
0.514054,1.80333,0.278474,0
1.16407,1.86954,0.308581,0
0.792732,2.29516,0.464489,0
0.791701,1.71032,0,0
1.44138,1.3777,0,0
1.44138,1.07188,0.20052,0
2.18372,1.35091,0.293527,0
2.27673,0.526455,0.899419,0
1.99908,0.00782423,1.61337,0
1.72109,0.00782423,1.17844,0
1.16442,0,0.557496,0
1.62877,0.100832,0.929526,0
2.18406,0,1.42736,0
2.73936,0,1.49026,0
2.46102,0,1.91013,0
1.81066,0,1.70907,0
1.80928,0,0.233314,0
1.71559,0,0,0
1.43657,0,0,0
0.508211,0,0,0
0.601562,0,0,0
0.228845,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.29191,0
0,0,0.570932,0
0,0,1.93594,0
0,0,2.37087,0
0.68804,0,3.02192,0
1.15308,0,3.05202,0
0.966718,0,2.60204,0
2.45106,0,3.84393,0
2.73111,0,3.71813,0
3.56646,0,3.23535,0
3.93643,0.740832,2.19453,0
4.39906,0,0.982747,0
3.65706,0.0629833,0.967694,0
4.12244,0.621028,0.406962,0
3.65912,0.00938907,0.406962,0
3.10005,0,0.51771,0
3.93746,0,1.44778,0
4.86341,0,0.826839,0
5.04805,0,1.49563,0
4.49069,0,1.04565,0
4.21235,0,1.27951,0
4.026,0,1.60638,0
4.76902,0.368803,1.97841,0
4.49,0.0897803,1.1865,0
4.02325,0.382984,0.00751313,0
4.7649,0.475991,0.877374,0
5.59784,0,0.148368,0
5.9685,0,0.241375,0
6.24752,0.170172,0.271482,0
6.34087,0.662006,0,0
6.15451,0.994622,0.178475,0
5.04117,0.622592,0.397283,0
3.46073,0,0,0
2.71736,0,0,0
1.60299,0,0,0
1.04564,0,0,0
1.32466,0,0,0
0.954002,0,0,0
0.398707,0,0,0
0,0.890563,0,0
0,0.332519,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0297709,0,0,0
0.307418,0,0,0
1.23715,0,0,0
1.79416,0,0.415024,0
2.72424,0,1.51606,0
3.18962,0.170172,1.56122,0
3.09558,0.103961,1.87304,0
3.83758,0,2.05905,0
4.57889,0,1.36015,0
5.96953,0,2.47893,0
7.8259,0,3.57996,0
8.10423,0,3.59502,0
7.36086,0,2.61709,0
6.24752,0,2.15206,0
5.78248,0,1.09618,0
5.5975,0,1.18919,0
4.95057,0,1.81013,0
4.76696,1.64567,2.61709,0
4.67464,2.0445,2.97407,0
4.21098,2.25731,2.69505,0
3.28159,2.12489,2.46387,0
4.39493,2.49692,3.02192,0
3.74766,3.48059,3.12998,0
3.74835,3.05497,4.34176,0
3.09764,1.88528,3.28589,0
2.91231,2.1911,2.94396,0
2.26367,2.80274,2.68,0
2.45243,2.50954,4.1079,0
2.54613,1.8711,4.30897,0
2.17685,2.24313,3.9192,0
2.45793,3.69184,4.15037,0
1.8086,3.50582,4.81917,0
2.36664,4.6755,5.37721,0
2.27398,4.98132,5.29926,0
1.90263,4.79531,5.19119,0
1.0666,5.46054,4.63315,0
0.416235,3.46641,4.09016,0
0.138244,2.54895,4.85196,0
0,1.93731,4.51004,0
0,0.0629833,3.68802,0
0,0.302592,2.55419,0
0,0,3.12998,0
0,0,3.03697,0
0,0,1.67197,0
0,0,0.865007,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.184353,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.157555,0,0
0,0.0645481,0,0
0,0,0,0
0,1.04822,0,0
0,2.40391,0.442443,0
0,2.61673,0.193528,0
0,2.05868,0,0
0,1.89946,0,0
0,1.89946,0,0
0,0.304157,0,0
0,0.397164,0,0
0,1.43443,0,0
0,0.490172,0,0
0,1.38083,0,0
0,0.915796,0,0
0,0.556382,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.409705,0,0,0
1.33875,0,0,0
0.780016,0,0,0
0.779673,0,0,0
0.224034,0,0,0
0.317385,0,0,0
0.596751,0,0,0
1.24746,0,0.268795,0
1.24574,0,0,0
2.54338,0,0,0
1.89404,0,0,0
1.43072,0,0,0
1.33875,0,0,0
1.15205,0,0,0
1.80207,0,0,0
1.70872,0,0,0
2.07937,0,0,0
1.24265,0,0,0
1.42832,0,0,0
1.61399,0,0,0
1.05663,0,0,0
1.89301,0,0,0
1.24437,0,0,0
0.500994,0,0,0
0.687009,0,0,0
0.40833,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.410392,0,0,0
0.0390502,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.134463,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
