readout_id,TF_A,TF_B,TF_C,TF_D,TF_E,TF_F,TF_G,TF_H,TF_I,TF_J
cDAP_363,4.54519,0,0,0,0,0,0,13.6478,0,0
cDAP_364,3.88106,0,0,0,0,0,0,13.6027,0,0
cDAP_365,3.81344,0,0,0,0,0,0,14.2535,0,0
cDAP_366,3.84624,0,0,0,0,0,0,14.9112,0,0
cDAP_367,3.92413,0,0,0,0,0,0,14.6264,0,0
cDAP_368,3.41576,0,0,0,0,0,0,14.5202,0,0
cDAP_369,4.52064,0,0,0,0,0,0,15.2705,0,0
cDAP_370,4.84244,0,0,0,0,0,0,15.379,0,0
cDAP_371,5.72795,0,0,0,0,0,0,15.6637,0,0
cDAP_372,5.82435,0,0,0.118792,0,0,0,16.3124,0,0
cDAP_373,6.96001,0.801585,0,1.50683,0,0,0,17.1804,0,0
cDAP_374,6.52752,2.48107,0,1.68313,0,0,0,17.7996,0,0
cDAP_375,6.88011,2.53077,0,2.27784,0,0,0,17.8109,0,0
cDAP_376,5.45545,2.07877,0,1.89175,0,0,0,17.0741,0,0
cDAP_377,5.57438,4.54033,0,2.50879,0,0,0,17.5013,0,0
cDAP_378,5.01068,3.03714,0,1.42985,0,0,0,17.3183,0,0
cDAP_379,5.38581,3.47789,0,1.87059,0,0,0,17.7093,0,0
cDAP_380,5.9147,3.91863,0,1.98107,0,0,0,18.1432,0.325564,0
cDAP_381,5.43914,3.401,0,1.39752,0,0,0,17.872,0,0
cDAP_382,4.85491,2.96026,0,0.956783,0,0,0,17.4946,0.513005,0
cDAP_383,3.96939,2.74551,0,1.78244,0,0,0,17.9691,0.0354518,0
cDAP_384,3.54918,2.44262,0,2.02456,0,0,0,17.7228,0,0
cDAP_385,3.27246,2.22788,0,2.18969,0,0,0,17.6279,0,0
cDAP_386,2.98547,2.17818,0,1.26472,0,0,0,17.768,0,0
cDAP_387,3.03055,1.78714,0,1.25355,0,0,0,17.0606,0,0
cDAP_388,2.74357,1.39611,0,0.746994,0,0,0,16.8459,0,0
cDAP_389,2.85426,2.25507,0,1.40752,0,0,0,17.099,0,0
cDAP_390,3.02029,3.63167,0,1.49567,0,0,0,17.099,0,0
cDAP_391,1.86007,3.83515,0,1.38519,0,0,0,16.152,0,0
cDAP_392,1.62843,3.87359,0,1.37403,0,0,0,15.1848,0,0
cDAP_393,1.03192,2.96492,0,1.27471,0,0,0,14.0028,0.20837,0
cDAP_394,0.0622884,2.21004,0,0.305085,0,0,0,13.0332,0,0
cDAP_395,0,2.27567,0,0,0,0,0,11.9483,0,0
cDAP_396,0,2.31411,0,0,0,0,0,11.2522,0,0
cDAP_397,0,1.24508,0,0,0,0,0,9.1729,0,0
cDAP_398,0,0.264188,0,0,0,0,0,7.69925,0,0
cDAP_399,0,0,0,0,0,0,0,7.09355,0,0
cDAP_400,0,0,0,0,0,0,0,7.43937,0,0
cDAP_401,0,0,0,0,0,0,0,7.07324,0,0
cDAP_402,0,0,0,0,0,0,0,6.46077,0,0
cDAP_403,0,0,0,0,0,0,0,5.75102,0,0
cDAP_404,0,0,0,0,0,0,0,5.4436,0,0
cDAP_405,0,0,0,0,0,0,0,4.79949,0,0
cDAP_406,0,0,0,0,0,0,0,4.69104,0,0
cDAP_407,0,0,0,0,0,0,0,4.17805,0,0
cDAP_408,0,0,0,0,0,0,0,4.08093,0,0
cDAP_409,0,0,0,0,0,0,0,3.51143,0,0
cDAP_410,0,0,0,0,0,0,0,4.27532,0,0
cDAP_411,0,0,0,0,0,0,0,3.3238,0,0
cDAP_412,0,0,0,0,0,0,0,3.41871,0,0
cDAP_413,0,0,0,0,0,0,0,2.88306,0,0
cDAP_414,0,0,0,0,0,0,0,3.35087,0,0
cDAP_415,0,0,0,0,0,0,0,2.96444,0,0
cDAP_416,0,0,0,0,0,0,0,3.42769,0,0
cDAP_417,0,0,0,0,0,0,0,3.3079,0,0
cDAP_418,0,0,0,0,0,0,0,3.90904,0,0
cDAP_419,0,0,0,0,0,0,0,4.69104,0,0
cDAP_420,0,0,0,0,0,0,0,5.04583,0,0
cDAP_421,0,0,0,0,0,0,0,5.213,0,0
cDAP_422,0,0,0,0,0,0,0,5.45934,0,0
cDAP_423,0,0,0,0,0,0,0,5.71922,0,0
cDAP_424,0,0,0,0,0,0,0,5.69435,0,0
cDAP_425,0,0,0,0,0,0,0,7.23348,0,0
cDAP_426,0,0,0,0,0,0,0,9.24263,0,0
cDAP_427,0,0,0,0,0,0,0,10.6709,0,0
cDAP_428,0,0,0,0,0,0,0,12.1739,0,0
cDAP_429,0.0230664,0,0,0,0,0,0,12.9559,0,0
cDAP_430,0.0148189,0,0,0,0,0,0,13.2247,0,0
cDAP_431,1.46001,0,0,0,0,0,0,14.6689,0,0
cDAP_432,1.64657,0,0,0,0,0,0,14.9899,0,0
cDAP_433,2.08731,0,0,0,0,0,0,15.2973,0,0
cDAP_434,1.08286,0,0,0,0,0,0,15.1933,0,0
cDAP_435,1.17302,0,0,0,0,0,0,15.7514,0,0
cDAP_436,1.01927,0,0,0,0,0,0,15.4237,0,0
cDAP_437,1.70191,0,0,0,0,0,0,16.0972,0,0
cDAP_438,2.08731,0,0,0,0,0,0,16.1515,0,0
cDAP_439,3.01387,0,0,0,0,0,0,17.2048,0,0
cDAP_440,3.47715,0,0,0,0,0,0,17.9054,0,0
cDAP_441,3.64319,0,0,0,0,0,0,17.9822,0,0
cDAP_442,3.93219,0,0,0.127621,0,0,0,18.0206,0,0
cDAP_443,4.13102,0,0,0,0,0,0,18.5517,0,0
cDAP_444,4.27452,0,0,0,0,0,0,19.311,0,0
cDAP_445,3.79694,0.116998,0,0,0,0,0,20.0682,0,0
cDAP_446,3.00159,0,0,0,0,0,0,20.0636,0,0
cDAP_447,2.07301,0,0,0,0,0,0,19.8692,0,0
cDAP_448,2.45841,0,0,0,0,0,0,20.3981,0,0
cDAP_449,2.69005,1.88463,0,0,0,0,0,21.0173,0,0
cDAP_450,2.50349,2.73234,0,0,0,0,0,21.1144,0,0
cDAP_451,1.909,2.67137,0,0,0,0,0,20.7505,0,0
cDAP_452,2.37228,3.97108,0,0,0,0,0,21.1348,0,0
cDAP_453,3.37673,4.58812,0,0.568362,0,0,0,22.3529,0,0
cDAP_454,3.78668,2.69389,0,0.0618016,0,0,0,22.4546,0,0
cDAP_455,3.78668,2.3413,0,1.36053,0,0,0,22.1834,0,0
cDAP_456,1.74296,1.8893,0,1.3047,0,0,0,20.7641,0,0
cDAP_457,1.22434,0.815594,0,2.2955,0,0,0,19.6137,0,0
cDAP_458,0.693433,0,0,1.96523,0,0,0,19.1391,0,0
cDAP_459,0,0,0,1.27121,0,0,0,18.0973,0,0
cDAP_460,0,0.539891,0,0.599519,0,0,0,18.3571,0,0
cDAP_461,0,0.286705,0,2.18502,0,0,0,18.4702,0,0
cDAP_462,0.715973,0.55115,0,2.69158,0,0,0,17.6905,0,0
cDAP_463,0,0,0,2.31666,0,0,0,17.13,0,0
cDAP_464,0,0,0,0.885125,0,0,0,16.2147,0,0
cDAP_465,0,0,0,0.708829,0,0,0,15.7423,0,0
cDAP_466,0,0,0,0.422055,0,0,0,14.9422,0,0
cDAP_467,0,0,0,0.840467,0,0,0,14.6055,0,0
cDAP_468,0,0,0,0.906286,0,0,0,13.923,0,0
cDAP_469,0,0,0,0,0,0,0,12.1646,0,0
cDAP_470,0,0,0,0,0,0,0,11.5815,0,0
cDAP_471,0,0,0,0,0,0,0,10.5058,0,0
cDAP_472,0,0,0,0,0,0,0,9.76002,0,0
cDAP_473,0,0.687082,0,0,0,0,0,8.79055,0,0
cDAP_474,0,0,0,0,0,0,0,7.31927,0,0
cDAP_475,0,0,0,0,0,0,0,6.49209,0,0
cDAP_476,0,0,0,0,0,0,0,5.69215,0,0
cDAP_477,0,0,0,0,0,0,0,5.48878,0,0
cDAP_478,0,0,0,0,0,0,0,5.20403,0,0
cDAP_479,0,0,0,0,0,0,0,3.73054,0,0
cDAP_480,0,0,0,0,0,0,0,3.43225,0,0
cDAP_481,0,0,0,0,0,0,0,2.70676,0,0
cDAP_482,0,0,0,0,0,0,0,3.14073,0,0
cDAP_483,0,0,0,0,0,0,0,2.06045,0,0
cDAP_484,0,0,0,0,0,0,0,2.51252,0,0
cDAP_485,0,0,0,0,0,0,0,2.7905,0,0
cDAP_486,0,0,0,0,0,0,0,2.76799,0,0
cDAP_487,0,0,0,0,0,0,0,2.2391,0,0
cDAP_488,0,0,0,0,0,0,0,1.62663,0,0
cDAP_489,0,0,0,0,0,0,0,0.944114,0,0
cDAP_490,0,0,0,0,0,0,0,0.600651,0,0
cDAP_491,0,0,0,0,0,0,0,0.0807343,0,0
cDAP_492,0,0,0,0,0,0,0,0.415225,0,0
cDAP_493,0,0,0,0,0,0,0,0.806225,0,0
cDAP_494,0,0,0,0,0,0,0,1.28773,0,0
cDAP_495,0,0,0,0,0,0,0,0.910272,0,0
cDAP_496,0,0,0,0,0,0,0,1.00062,0,0
cDAP_497,0,0,0,0,0,0,0,1.41193,0,0
cDAP_498,0,0,0,0,0,0,0,0.537215,0,0
cDAP_499,0,0,0,0,0,0,0,0.293076,0,0
cDAP_500,0,0,0,0,0,0,0,0,0,0
cDAP_501,0,0,0,0,0,0,0,0.383428,0,0
cDAP_502,0,0,0,0,0,0,0,0.0963164,0,0
cDAP_503,0,0,0,0,0,0,0,0.916723,0,0
cDAP_504,0,0,0,0,0,0,0,1.42074,0,0
cDAP_505,0,0,0,0,0,0,0,1.19691,0,0
cDAP_506,0,0,0,0,0,0,0,0.704223,0,0
cDAP_507,0,0,0,0,0,0,0,0.643149,0,0
cDAP_508,0,0,0,0,0,0,0,0.455519,0,0
cDAP_509,0,0,0,0,0,0,0,0.600177,0,0
cDAP_510,0,0,0,0,0,0,0,0.916565,0,0
cDAP_511,0,0,0,0,0,0,0,1.4974,0,0
cDAP_512,0,0,0,0,0,0,0,2.92807,0,0
cDAP_513,0,0,0,0,0,0,0,1.96521,0,0
cDAP_514,0,0,0,0,0,0,0,1.55391,0,0
cDAP_515,0,0,0,0,0,0,0,0.421519,0,0
cDAP_516,0,0,0,0,0,0,0,0.0824629,0,0
cDAP_517,0,0,0,0,0,0,0,0,0,0
cDAP_518,0,0,0,0,0,0,0,0.586481,0,0
cDAP_519,0,0,0,0,0,0,0,1.01369,0,0
cDAP_520,0,0,0,0.109449,0,0,0,0.753806,0,0
cDAP_521,0,0,0,0,0,0,0,0.880361,0,0
cDAP_522,0,0,0,0,0,0,0,0.0418522,0,0
cDAP_523,0,0,0,0,0,0,0,0.690528,0,0
cDAP_524,0,0,0,0,0,0,0,0.898463,0,0
cDAP_525,0,0,0,0,0,0,0,0.570741,0,0
cDAP_526,0,0,0,0,0,0,0,0.168408,0,0
cDAP_527,0,0,0,0,0,0,0,1.23295,0,0
cDAP_528,0,0,0,0,0,0,0,2.45113,0,0
cDAP_529,0,0,0,0,0,0,0,2.15048,0,0
cDAP_530,0,0,0,0,0,0,0,1.81143,0,0
cDAP_531,0,0,0,0,0,0,0,2.13915,0,0
cDAP_532,0,0,0,0,0,0,0,3.0274,0,0
cDAP_533,0,0,0,0,0,0,0,3.51111,0,0
cDAP_534,0,0,0,0,0,0,0,3.4343,0,0
cDAP_535,0,0,0,0,0,0,0,3.8637,0,0
cDAP_536,0,0,0,0,0,0,0,4.20276,0,0
cDAP_537,0.100765,0,0,0,0,0,0,5.23567,0,0
cDAP_538,0.617376,0,0,0,0,0,0,6.28211,0,0
cDAP_539,0.869543,0,0,0,0,0,0,7.03247,0,0
cDAP_540,1.20986,0,0,0,0,0,0,7.94103,0,0
cDAP_541,2.86616,0,0,0,0,0,0,8.23491,0,0
cDAP_542,3.53854,0,0,0,0,0,0,10.1356,0,0
cDAP_543,4.25601,0,0,0,0,0,0,11.1142,0,0
cDAP_544,4.32363,0,0,0,0,0,0,11.7108,0,0
cDAP_545,4.81147,0,0,0,0,0,0,11.6475,0,0
cDAP_546,5.34036,0,0,0,0,0,0,12.4295,0,0
cDAP_547,4.95496,0,0,0,0,0,0,11.4079,0,0
cDAP_548,6.32629,0,0,0,0,0,0,12.3481,0,0
cDAP_549,8.11784,0,0,0,0,0,0,13.5301,0,0
cDAP_550,9.49944,0,0,0,0,0,0,13.8375,0,0
cDAP_551,9.41129,0,0,0,0,0,0,14.0092,0,0
cDAP_552,9.83151,0,0,0,0,0,0,13.8691,0,0
cDAP_553,10.549,0,0,0,0,0,0,14.1201,0,0
cDAP_554,11.8732,1.04818,0,0,0,0,0,15.5078,0,0
cDAP_555,11.8322,0.293294,0,0,0,0,0,13.9867,0,0
cDAP_556,12.199,0,0,0,0,0,0,12.3437,0,0
cDAP_557,12.5208,0.0288495,0,0,0,0,0,12.3121,0,0
cDAP_558,13.2198,0,0,0,0,0,0,11.4216,0,0
cDAP_559,14.9232,0,0,0,0,0,0,11.6228,0,0
cDAP_560,14.8616,0,0,0,0,0,0,10.1221,0,0
cDAP_561,13.9699,0,0,0,0,0,0,8.7479,0,0
cDAP_562,13.8632,0,0,0,0,0,0,7.6133,0,0
cDAP_563,13.4205,0,0,0,0,0,0,7.17036,0.0844179,0
cDAP_564,12.8711,0,0,0,0,0,0,6.28888,0,0
cDAP_565,12.1864,0,0,0,0,0,0,5.0504,0,0
cDAP_566,11.924,0,0,0,0,0,0,4.12374,0,0
cDAP_567,11.229,0,0,0,0,0,0,3.94288,0,0
cDAP_568,11.3868,0,0,0,0,0,0,3.16765,0,0
cDAP_569,11.0383,0,0,0,0,0,0,1.94034,0,0
cDAP_570,10.6426,0,0,0,0,0,0,2.01259,0,0
cDAP_571,10.0378,0,0,0,0,0,0,1.01809,0,0
cDAP_572,8.68905,0,0,0,0,0,0,0.905073,0.0340912,0
cDAP_573,8.15613,0,0,0,0,0,0,0.909639,2.1206,0
cDAP_574,6.85444,0,0,0,0,0,0,0,3.12366,0
cDAP_575,4.49295,0,0,0,0,0,0,0,2.46644,0
cDAP_576,3.13389,0,0,0,0,0,0,0,2.5914,0
cDAP_577,1.6088,0,0,0,0,0,0,0,3.52084,0
cDAP_578,0.858535,0,0,0,0,0,0,0,3.08009,0
cDAP_579,0,0,0,0,0,0,0,0,2.49987,0
cDAP_580,0,0,0,0,0,0,0,0,2.52216,0
cDAP_581,0,0,0,0,0,0,0,0,2.33134,0
cDAP_582,0,0,0,0,0,0,0,0,1.00912,0
cDAP_583,0,0,0,0,0,0,0,0,0,0
cDAP_584,0,0,0,0,0,0,0,0,0,0
cDAP_585,0,0,0,0,0,0,0,0,0,0
cDAP_586,0,0,0,0,0,0,0,0,0,0
cDAP_587,0,0,0,0,0,0,0,0,0,0
cDAP_588,0,0,0,0,0,0,0,0,0,0
cDAP_589,0,0,0,0,0,0,0,0,0,0
cDAP_590,0,0,0,0,0,0,0,0,0,0
cDAP_591,0,0,0,0,0,0,0,0,0,0
cDAP_592,0,0,0,0,0,0,0,0,0,0
cDAP_593,0,0,0,0,0,0,0,0,0,0
cDAP_594,0,0,0,0,0,0,0,0,0,0
cDAP_595,0,0,0,0,0,0,0,0,0,0
cDAP_596,0,0,0,0,0,0,0,0,0,0
cDAP_597,0,0,0,0,0,0,0,0,0,0
cDAP_598,0,0,0,0,0,0,0,0,0,0
cDAP_599,0,0,0,0,0,0,0,0,0,0
cDAP_600,0,0,0,0,0,0,0,0,0,0
cDAP_601,0,0,0,0,0,0,0,0,0,0
cDAP_602,0,0,0,0,0,0,0,0,0,0
cDAP_603,0,0,0,0,0,0,0,0,0,0
cDAP_604,0,0,0,0,0,0,0,0,0,0
cDAP_605,0,0,0,0,0,0,0,0.956385,0,0
cDAP_606,0,0,0,0,0,0,0,0.963311,0,0
cDAP_607,0,0,0,0,0,0,0,0.701229,0,0
cDAP_608,0,0,0,0,0,0,0,1.07869,0,0
cDAP_609,0,0,0,0,0,0,0,1.88556,0,0
cDAP_610,0,0,0,0,0,0,0,2.81678,0,0
cDAP_611,0,0,0,0,0,0,0,4.14121,0,0
cDAP_612,0,0,0,0,0,0,0,4.65656,0,0
cDAP_613,0,0,0,0,0,0,0,5.03402,0,0
cDAP_614,0,0,0,0,0,0,0,6.30871,0,0
cDAP_615,0,0,0,0,0,0,0,6.86703,0,0
cDAP_616,0.748405,0,0,0,0,0,0,7.86153,0,0
cDAP_617,1.01083,0,0,0,0,0,0,8.81983,0,0
cDAP_618,2.8537,0,0,0,0,0,0,9.30811,0,0
cDAP_619,2.93158,0,0,0,0,0,0,9.65614,0,0
cDAP_620,3.39486,0,0,0,0,0,0,9.68557,0,0
cDAP_621,4.69656,0,0,0,0,0,0,10.4089,0,0
cDAP_622,6.68292,0,0,0.368568,0,0,0,12.2305,0,0
cDAP_623,7.01498,0,0,0.445552,0,0,0,12.4023,0,0
cDAP_624,7.68938,0,0,0,0,0,0,12.2554,0,0
cDAP_625,8.1752,0,0,0.556029,0,0,0,13.6588,0,0
cDAP_626,9.3477,0,0,1.481,0,0,0,13.9933,0,0
cDAP_627,10.6597,0,0,2.79206,0,0,0,15.5754,0,0
cDAP_628,10.7703,0,0,2.46179,0,0,0,15.1777,0,0
cDAP_629,10.5592,0,0,2.31899,0,0,0,15.8783,0,0
cDAP_630,12.2832,0,0,1.93407,0,0,0,16.4004,0,0
cDAP_631,12.5804,0,0,0.888628,0,0,0,16.918,0,0
cDAP_632,13.5766,0,0,0.811645,0,0,0,16.8163,0,0
cDAP_633,14.2858,0,0,0.877464,0,0,0,16.71,0,0
cDAP_634,15.401,0,0,0.492546,0,0,0,17.3022,0,0
cDAP_635,16.018,0,0,1.19773,0,0,0,18.3803,0,0
cDAP_636,15.8745,0,0,1.78127,0,0,0,19.1147,0,0
cDAP_637,15.278,0,0.474569,1.51683,0,0,0,19.1034,0,0
cDAP_638,16.0611,0,1.00346,2.28783,0,0,0,19.847,0,0
cDAP_639,15.8417,0,0.780885,1.60498,0,0,0,19.8492,0,0
cDAP_640,15.1017,0,0.734608,0.833974,0,0,0,19.2819,0,0
cDAP_641,14.9049,0,0,0.80048,0,0,0,18.9112,0,0
cDAP_642,15.3271,0,0,0.0406405,0,0,0,18.9067,0,0
cDAP_643,14.7326,0,0,0,0,0,0,18.8908,0,0
cDAP_644,15.8457,0,0,1.14191,0,0,0,20.0751,0,0
cDAP_645,16.9526,0,0,1.29588,0,0,0,20.335,0,0
cDAP_646,16.3233,0,0,0.282756,0,0,0,19.4377,0,0
cDAP_647,15.2512,0,0.0250164,0,0,0,0,18.927,0,0
cDAP_648,16.1696,0,0.697882,0,0,0,0,19.0852,0,0
cDAP_649,15.3967,0,0.0389735,0,0,0,0,18.9292,0,0
cDAP_650,15.0442,0,0,0,0,0,0,18.8229,0,0
cDAP_651,15.6099,0,0,0,0,0,0,19.5709,0,0
cDAP_652,16.846,0,1.13422,0,0,0,0,21.2501,0,0
cDAP_653,16.8685,0,0.113165,0.172279,0,0,0,22.2377,0,0
cDAP_654,16.5262,0,0.0389735,0,0,0,0,22.4411,0,0
cDAP_655,15.6857,0,0,0,0,0,0,22.3348,0,0
cDAP_656,15.3004,0,0,0,0,0,0,21.824,0,0
cDAP_657,15.9747,0,0,0,0,0,0,22.032,0,0
cDAP_658,16.397,0,0,0,0,0,0,22.3754,0,0
cDAP_659,17.1062,0,0,0,0,0,0,21.8511,0,0
cDAP_660,17.2825,0,0,0,0,0,0,21.711,0,0
cDAP_661,16.8152,0,0,0,0,0,0,22.0184,0,0
cDAP_662,15.7985,0,0,0,0,0,0,21.7924,0,0
cDAP_663,14.4148,0,0,0,0,0,0,21.7291,0,0
cDAP_664,15.5936,0,0,0,0,0,0,22.2355,0,0
cDAP_665,14.5215,0,0,0,0,0,0,22.3575,0,0
cDAP_666,14.5748,0,0,0,0,0,0,22.4072,0,0
cDAP_667,13.1153,0,0,0,0,0,0,22.6174,0,0
cDAP_668,13.2158,0,0,0,0,0,0,22.2128,0,0
cDAP_669,12.6172,0,0,0,0,0,0,22.2874,0,0
cDAP_670,11.4242,0,0,0,0,0,0,22.0433,0,0
cDAP_671,10.4711,0,0,0,0,0,0,23.0671,0,0
cDAP_672,10.9794,0,0,0,0,0,0,23.6863,0,0
cDAP_673,9.78643,0,0,0,0,0,0,23.3789,0,0
cDAP_674,9.108,0,0,0,0,0,0,23.8626,0,0
cDAP_675,8.42334,0,0,0,0,0,0,23.0987,0,0
cDAP_676,8.78418,0,0,0.228101,0,0,0,23.8785,0,0
cDAP_677,7.72439,0,0,0,0,0,0,23.2931,0,0
cDAP_678,7.4374,0,0,0,0,0,0,23.0987,0,0
cDAP_679,7.28365,0,0,0,0,0,0,22.2331,0,0
cDAP_680,6.763,0,0,0,0,0,0,21.6501,0,0
cDAP_681,6.49654,0,0,0.172279,0,0,0,21.6931,0,0
cDAP_682,6.10913,0,0,0,0,0,0,21.5982,0,0
cDAP_683,5.54543,0,0,0,0,0,0,20.9789,0,0
cDAP_684,6.19527,0,0,0,0,0,0,21.7541,0,0
cDAP_685,4.77885,0,0,0,0,0,0,21.3745,0,0
cDAP_686,3.49566,0,0,0,0,0,0,21.11,0,0
cDAP_687,2.98528,0,0,0,0,0,0,21.1146,0,0
cDAP_688,2.70856,0,0,0,0,0,0,20.3236,0,0
cDAP_689,2.24326,0,0,0,0,0,0,20.6649,0,0
cDAP_690,2.24125,0,0,0,0,0,0,21.5169,0,0
cDAP_691,2.43807,0,0,0,0,0,0,21.6029,0,0
cDAP_692,1.97277,0,0.0940623,0,0,0,0,21.8944,0,0
cDAP_693,1.69404,0,0.520846,0.471385,0,0,0,21.847,0,0
cDAP_694,2.2024,0,0.725056,0,0,0,0,21.7453,0,0
cDAP_695,1.90314,0,1.29582,0,0,0,0,20.9792,0,0
cDAP_696,2.80917,0,1.03578,0.593026,0,0,0,21.3951,0,0
cDAP_697,2.89531,0,1.4486,1.03377,0,0,0,22.4551,0,0
cDAP_698,2.8625,0,1.0681,0.285092,0,0,0,22.1274,0,0
cDAP_699,2.06715,0,0.715505,0,0,0,0,23.1601,0,0
cDAP_700,0.874132,0,0.887396,0,0,0,0,22.9408,0,0
cDAP_701,1.23699,0,1.70864,0,0,0,0,24.1974,0,0
cDAP_702,0.939739,0,1.04973,0,0,0,0,24.4143,0,0
cDAP_703,1.76588,0.256768,2.13543,0.0541407,0,0,0,25.454,0,0
cDAP_704,2.06312,0.179878,1.87539,0.571865,0,0,0,25.054,0,0
cDAP_705,2.41572,0.961953,2.22798,1.25472,0,0,0,26.1276,0,0
cDAP_706,1.91963,0,1.49488,1.0561,0,0,0,25.2823,0,0
cDAP_707,2.40747,0.471509,0.631763,0.8798,0,0,0,25.7004,0,0
cDAP_708,2.73752,0.91225,1.05855,1.32054,0,0,0,26.679,0,0
cDAP_709,3.22334,1.26484,1.23484,1.67313,0,0,0,27.3298,0,0
cDAP_710,3.18852,0.885064,1.25321,1.60731,0,0,0,28.8147,0,0
cDAP_711,3.12292,0.708767,0.988762,0.77049,0,0,0,29.5694,0,0
cDAP_712,3.22133,1.92032,0.918976,0.462556,0,0,0,31.339,0,0
cDAP_713,2.94461,1.83218,0.728723,0.374408,0,0,0,32.3266,0,0
cDAP_714,2.52439,1.95877,0.334259,0.121128,0,0,0,32.5548,0,0
cDAP_715,3.01021,3.08218,0.306345,0,0,0,0,33.4136,0,0
cDAP_716,3.78302,5.329,0,0,0,0,0,35.5945,0,0
cDAP_717,4.13763,5.75848,0,0.253934,0,0,0,36.8352,0,0
cDAP_718,4.02694,5.329,0,0.584197,0,0,0,37.4996,0,0
cDAP_719,3.90599,5.27929,0,0.650017,0,0,0,36.8171,0,0
cDAP_720,3.66207,5.27929,0,0,0,0,0,36.0894,0,0
cDAP_721,3.55138,6.13826,0,0,0,0,0,35.425,0,0
cDAP_722,2.7027,6.29204,0,0,0,0,0,35.1311,0,0
cDAP_723,2.66587,6.87063,0,0,0,0,0,34.4758,0,0
cDAP_724,3.16397,7.08537,0,0,0,0,0,35.1018,0,0
cDAP_725,3.20703,7.00848,0,0,0,0,0,35.3979,0,0
cDAP_726,3.16397,5.45559,0,0,0,0,0,35.2917,0,0
cDAP_727,3.30746,4.81137,0,0.330917,0,0,0,35.8612,0,0
cDAP_728,4.25657,5.85789,0,0.617691,0,0,0,36.5347,0,0
cDAP_729,5.3389,6.68966,0,0.739333,0,0,0,37.2218,0,0
cDAP_730,5.85753,6.82752,0,1.42219,0,0,0,37.2263,0,0
cDAP_731,6.47658,6.91566,0,1.8406,0,0,0,37.1812,0,0
cDAP_732,6.81066,6.9044,0,1.73012,0,0,0,36.3675,0.0165411,0
cDAP_733,7.23088,7.93967,0,1.57616,0,0,0,37.145,0.192837,0
cDAP_734,7.98316,8.02781,0,1.99457,0,0,0,37.9292,0.997315,0
cDAP_735,8.56739,8.12722,0.207907,1.53267,0,0,0,38.6479,2.00376,0
cDAP_736,8.64528,7.18011,0.528179,2.27018,0,0,0,38.7496,1.67683,0
cDAP_737,8.2619,6.29863,0,1.88409,0,0,0,38.6274,1.51168,0
cDAP_738,7.26972,5.2024,0,1.33287,0,0,0,38.6951,1.10775,0
cDAP_739,8.14296,4.86107,0,1.42102,0,0,0,39.4409,2.15101,0
cDAP_740,9.03873,5.80818,0,1.92758,0,0,0,40.1167,2.71671,0
cDAP_741,9.73769,5.54374,0,1.57499,0,0,0,39.6759,2.36412,0
cDAP_742,9.30922,4.7504,0,1.44218,0,0,0,39.5786,2.13648,0
cDAP_743,9.07758,5.64781,0,2.09154,0,0,0,39.0792,3.39285,0
cDAP_744,10.1825,6.82093,0.292388,2.9507,0,0,0,40.5324,3.44418,0
cDAP_745,8.91356,5.59811,0,2.48763,0,0,0,40.1187,4.32229,0
cDAP_746,7.9071,5.20707,0,1.98107,0,0,0,39.5627,3.19088,0
cDAP_747,7.49916,4.21026,0,3.53307,0,0,0,38.0079,2.83829,0
cDAP_748,6.49673,2.38166,0,2.97069,0,0,0,35.9376,1.86866,0
cDAP_749,7.97875,4.27589,0,3.14699,0,0,0,35.1964,1.80618,0
cDAP_750,8.31082,3.973,0,3.3891,0,0,0,34.184,2.67314,0
cDAP_751,8.38871,3.973,0,3.71937,0,0,0,33.4879,1.71803,0
cDAP_752,8.61008,3.84641,0,3.14699,0,0,0,33.045,2.28373,0
cDAP_753,8.61008,3.973,0,3.22397,0,0,0,32.7919,2.67314,0
cDAP_754,8.07093,3.05307,0,2.51879,0,0,0,31.6754,1.96795,0
cDAP_755,8.17961,3.58196,0,3.37794,0,0,0,31.6099,2.49684,0
cDAP_756,8.38046,3.22937,0,3.35561,0,0,0,30.6878,1.90547,0
cDAP_757,8.53623,2.62359,0,3.34444,0,0,0,29.9104,1.72918,0
cDAP_758,8.48089,2.62359,0,2.51879,0,0,0,29.1827,1.25162,0
cDAP_759,7.59739,1.75337,0,1.91291,0,0,0,28.3939,0,0
cDAP_760,7.28988,0,0,1.29588,0,0,0,26.4096,0,0
cDAP_761,7.1013,0,0,1.29588,0,0,0,25.4989,0,0
cDAP_762,6.73442,0,0,1.40635,0,0,0,24.8255,0,0
cDAP_763,6.34701,0,0,1.4945,0,0,0,23.813,0,0
cDAP_764,6.26711,0,0,2.02339,0,0,0,23.1713,0,0
cDAP_765,6.32043,0,0,1.38519,0,0,0,21.8787,0,0
cDAP_766,6.46191,0,0,1.58382,0,0,0,21.1985,0,0
cDAP_767,5.52106,0,0,1.3417,0,0,0,20.1544,0,0
cDAP_768,4.71966,0,0,1.56266,0,0,0,20.1749,0,0
cDAP_769,4.84684,0.98447,0,1.47568,0,0,0,20.2134,0,0
cDAP_770,5.40854,0.830691,0,1.8506,0,0,0,20.1277,0.505239,0
cDAP_771,5.1298,1.48617,0,1.63081,0,0,0,19.2712,0.707203,0
cDAP_772,5.19339,2.10321,0,1.25706,0,0,0,18.7176,0.846687,0
