TF_A,TF_B,TF_C,TF_D,TF_E,TF_F,TF_G,TF_H,TF_I,TF_J
7.55652,0.333658,13.2465,0.615355,0,0,0,19.4697,0,0
7.48065,0.195806,12.9821,0.504878,0,0,0,19.212,0,0
7.18341,0.702179,11.8127,0.482549,0,0,0,19.2142,0,0
7.57082,0.702179,12.0029,0.482549,0,0,0,19.6504,0,0
7.78193,0.740623,11.0098,0,0,0,0,19.4176,0,0
7.46416,0.464921,8.97721,0,0,0,0,19.0288,0,0
7.58914,0.189218,7.45519,0,0,0,0,18.0637,0,0
8.17741,0.783738,7.00049,0,0,0,0,17.6162,0,0
8.43159,0.442404,6.97257,0,0,0,0,17.4513,0,0
7.54607,1.73085,6.97257,0,0,0,0,16.3439,0,0
7.54809,0.860628,6.13737,0,0,0,0,15.3969,0,0
6.2792,0,4.46696,0,0,0,0,13.6296,0,0
5.68269,0,3.29753,0.00597914,0,0,0,13.0555,0,0
4.13707,0,2.51815,0,0,0,0,11.548,0,0
3.27611,0,2.99636,0,0,0,0,11.1638,0,0
2.38437,0,2.04068,0,0,0,0,10.0427,0,0
1.97442,0,2.33304,0,0,0,0,9.9094,0,0
1.136,0,1.42365,0.146446,0,0,0,9.2675,0,0
0.906377,0,0.296085,0.5202,0,0,0,7.63125,0,0
0,0,0,0.0559624,0,0,0,5.30099,0,0
0,0,0,0.0113044,0,0,0,4.04441,0,0
0,0,0,1.69612,0,0,0,4.01056,0,0
0,0,0,1.66262,0,0,0,2.8692,0,0
0,0,0,1.71728,0,0,0,2.17535,0,0
0,0,0,0.935108,0,0,0,2.24083,0,0
0,0,0,1.2977,0,0,0,0.638426,0,0
0,0,0,1.9359,0,0,0,0.0327221,0,0
0,0,0,0.844624,0,0,0,0,0,0
0,0,0,1.81309,0,0,0,0,0,0
0,0,0,2.12102,0,0,0,0,0,0
0,0,0,0.401548,0,0,0,0,0,0
0,0,0,1.06091,0,0,0,0,0,0
0,0,0,2.27148,0,0,0,0,0,0
0,0,0,3.9228,0,0,0,0,0,0
0,0,0,3.79999,0,0,0,0,0,0
0,0,0,3.41274,0,0,0,0,0,0
0,0,0,3.95162,0,0,0,0,0,0
0,0,0,2.55242,0,0,0,0,0,0
0,0,0,1.09856,0,0,0,0,0,0
0,0,0,2.03353,0,0,0,0,0,0
0,0,0,1.90072,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0.710136,0,0,0,0,0,0
0,0,0,1.23903,0,0,0,0,0,0
0,0,0,0.379873,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0.41687,0,0,0,0,0,0
0,0,0,1.15672,0,0,0,0.289132,0,0
0,0,0,1.08207,0,0,0,2.89517,0,0
0,0,0,2.44895,0,0,0,4.33497,0,0
0,0,0,1.98821,0,0,0,5.8697,0,0
0,0,0,2.6934,0,0,0,5.65059,0,0
0,0,0,2.92552,0,0,0,5.7592,0,0
0,0,0,2.48595,0,0,0,5.98303,0,0
0,0,0,0.218758,0,0,0,6.74473,0,0
0,0,0,0.428548,0,0,0,6.90528,0,0
0,0,0,1.62913,0,0,0,7.14265,0,0
0,0,0,1.86125,0,0,0,6.90324,0.29077,0
0,0,0,1.35469,0,0,0,6.29077,0,0
0,0,0,0.5067,0,0,0,5.52687,0,0
0,0,0,0,0,0,0,5.6964,0,0
0,0,0,0,0,0,0,5.46139,0,0
0,0,0,0,0,0,0,5.34837,0,0
0,0,0,0,0,0,0,5.42298,0.35325,0
0,0,0,0,0,0,0,4.79241,0,0
0,0,0,0,0,0,0,5.00491,1.33402,0
0,0,0,0,0,0,0,5.02301,1.98787,0
0,0,0,0,0,0,0,5.45698,2.75554,0
0,0,0,0,0,0,0,5.03214,1.80043,0
0,0,0,0,0,0,0,4.92368,0.757178,0
0,0,0,0,0,0,0,3.87724,0,0
0,0,0,0,0,0,0,3.56085,0,0
0,0,0,0,0,0,0,3.73038,0,0
0,0,0,0,0,0,0,3.54731,0,0
0,0,0,0,0,0,0,2.36755,0,0
0,0,0,0,0,0,0,1.29403,0,0
0,0,0,0,0,0,0,1.09963,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.437575,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.12922,0,0
0,0,0,0,0,0,0,0.864779,0,0
0,0,0,0,0,0,0,2.44232,0,0
0,0,0,0,0,0,0,3.07966,0,0
0,0,0,0,0,0,0,3.77351,0,0
0,0,0,0,0,0,0,6.10141,0,0
0,0,0,0,0,0,0,7.58859,0,0
0,0,0,0,0,0,0,7.09811,0,0
0,0,0,0,0,0,0,8.94686,0,0
0.855435,0,0,0,0,0,0,10.4408,0,0
0.888239,0,0,0,0,0,0,11.3448,0,0
0.908765,0,0,0,0,0,0,11.9708,0,0
1.67131,0,0,0,0,0,0,12.1968,0,0
2.45438,0,0,0,0,0,0,13.2433,0,0
2.59787,0.998479,0,0,0,0,0,14.1925,0,0
2.61015,0,0,0,0,0,0,14.5924,0,0
1.82507,0,0,0,0,0,0,14.5427,0,0
2.47692,0,0,0,0,0,0,15.4015,0,0
3.00783,0,0,0,0,0,0,15.6795,0,0
3.04264,0,0,0,0,0,0,16.1495,0,0
2.32518,0,0,0,0,0,0,15.9054,0,0
2.62243,0,0,0,0,0,0,16.5992,0,0
2.66751,0,0,0,0,0,0,16.2715,0,0
3.29683,0,0,0,0,0,0,16.5224,0,0
3.96719,0,0,0,0,0,0,17.3722,0,0
3.20465,0,0,0,0,0,0,17.3474,0,0
3.93439,0,0,0,0,0,0,17.9485,0,0
4.05534,0,0,0,0,0,0,18.6491,0,0
3.55925,0,0,0,0,0,0,18.2219,0,0
3.31735,0,0,0,0,0,0,18.3304,0,0
2.4892,0,0,0,0,0,0,18.2693,0,0
2.09152,0,0,0,0,0,0,18.1563,0,0
1.93575,0,0,0,0,0,0,18.3326,0,0
1.38231,0,0,0,0,0,0,19.1868,0,0
1.23258,0,0,0,0,0,0,17.946,0,0
1.39862,0,0,0,0,0,0,18.5788,0,0
1.17724,0,0,0,0,0,0,18.1742,0,0
1.69587,0,0,0,0,0,0,18.1472,0,0
1.19978,0,0,0,0,0,0,17.6997,0,0
0.715973,0,0,0,0,0,0,17.1978,0,0
0.176822,0,0,0,0,0,0,16.3526,0,0
0.461792,0,0,0,0,0,0,16.495,0,0
0.431003,0,0,0,0,0,0,14.7955,0,0
1.05207,0,0,0,0,0,0,13.4553,0,0
0.6872,0,0,0,0,0,0,12.2282,0,0
0.127523,0,0,0,0,0,0,10.2529,0,0
0.371442,0,0,0,0,0,0,9.63363,0,0
0.393983,0,0,0,0,0,0,8.9127,0,0
0,0,0,0,0,0,0,9.1071,0,0
0,0,0,0,0,0,0,8.9308,0,0
0,0,0,0,0,0,0,8.79748,0,0
0,0,0,0,0,0,0,8.10363,0,0
0,0,0,0,0,0,0,7.48203,0,0
0,0,0,0,0,0,0,7.48203,0,0
0.371442,0,0,0,0,0,0,8.7161,0,0
0,0,0,0,0,0,0,8.69123,0,0
0,0,0,0,0,0,0,8.43355,0,0
0,0,0,0,0,0,0,8.05153,0,0
0,0,0,0,0,0,0,7.99502,0,0
0,0,0,0,0,0,0,7.8639,0,0
0,0,0,0.398558,0,0,0,8.26166,0,0
0,0,0,1.38935,0,0,0,7.98368,0,0
0,0,0,2.08337,0,0,0,9.74649,0,0
0,0,0,3.03067,0,0,0,10.2867,0,0
0,0,0,1.75311,0,0,0,10.2143,0,0
0,0,0,1.23538,0,0,0,9.77356,0,0
0,0,0,2.1057,0,0,0,11.6675,0,0
0,0,0,2.08337,0,0,0,12.0426,0,0
0,0,0,2.31432,0,0,0,11.3171,0,0
0,0,0,2.01755,0,0,0,11.9455,0,0
0,0,0,2.01755,0,0,0,11.889,0,0
0,0,0,1.68729,0,0,0,11.8506,0,0
0,0,0,1.16956,0,0,0,12.9669,0,0
0,0,0,1.56565,0,0,0,13.3217,0,0
0,0,0,1.31237,0,0,0,14.1759,0,0
0,0,0,0.672999,0,0,0,14.3069,0,0
0,0,0,1.23538,0,0,0,16.472,0,0
0,0,0,2.94252,0,0,0,17.9569,0,0
0,0,0,2.17152,0,0,0,18.6235,0,0
0,0,0,2.39247,0,0,0,19.4349,0,0
0,0,0,3.08649,0,0,0,20.122,0,0
0,0,0,3.61538,0,0,0,21.3334,0,0
0,0,0,4.65083,0,0,0,22.1289,0,0
0,0,0,4.4857,0,0,0,23.0962,0,0
0,0,0,4.10078,0,0,0,23.7901,0,0
0,0,0,3.3856,0,0,0,24.6805,0,0
0,0,0,3.15465,0,0,0,25.2048,0,0
0,0,0,2.34015,0,0,0,25.5393,0,0
0,0,0,0.853967,0,0,0,25.4693,0,0
0,0,0,1.36053,0,0,0,25.7202,0,0
0,0,0,2.23084,0,0,0,25.9462,0,0
0,0,0,0.821641,0,0,0,25.8581,0,0
0,0,0,0.855135,0,0,0,26.7666,0,0
0,0,0,0,0,0,0,26.4592,0,0
0,0,0,0,0,0,0,27.1282,0,0
0,0,0,0.954448,0,0,0,28.0051,0,0
0,0,0,0.899793,0,0,0,28.6741,0,0
0,0,0,1.01027,0,0,0,30.6651,0,0
0,0,0,0.306253,0,0,0,31.0923,0,0
0,0,0,0,0,0,0,31.3839,0,0
0,0,0,0,0,0,0,31.942,0,0
0,0,0,0,0,0,0,32.8279,0,0
0,0,0,0.394401,0,0,0,34.4009,0.234037,0
0,0,0,0.295088,0,0,0,34.9523,0.145889,0
0,0,0,0.955615,0,0,0,35.75,0,0
0,0,0,1.62731,0,0,0,36.6856,0.322186,0
0,0,0,1.67197,0,0,0,38.3468,0.311041,0
1.112,1.16544,0,1.63964,0,0,0,39.2667,3.25336,0
2.2046,2.12381,0,2.0034,0,0,0,40.6498,4.73736,0
3.75022,2.05818,0,2.79673,0,0,0,41.1448,3.85926,0
3.5534,2.13507,0,1.45335,0,0,0,40.6408,3.98422,0
3.84038,2.61425,0,1.38753,0,0,0,41.3866,4.72621,0
3.57795,2.03566,0,1.91525,0,0,0,41.0295,5.36554,0
4.31997,2.16225,0,2.3225,0,0,0,40.8464,5.27739,0
3.92633,1.6221,0,1.0226,0,0,0,40.6429,4.78532,0
3.3749,2.04033,0,0.746994,0,0,0,40.297,3.86702,0
3.23342,1.42329,0,0.295088,0,0,0,40.0845,2.77243,0
3.91808,2.63485,0,0.647681,0,0,0,40.4371,2.64747,0
3.96316,3.31752,0,0.141121,0,0,0,40.2043,2.47118,0
4.27269,4.08833,0,0.7135,0,0,0,40.2224,2.6218,0
4.75851,4.04989,0,1.22006,0,0,0,39.8993,2.7981,0
5.48624,4.84322,0,2.01339,0,0,0,39.87,3.11388,0
5.59693,5.87848,0,2.51995,0,0,0,39.3005,3.52895,0
5.42063,6.04352,0,3.08117,0,0,0,39.409,3.26451,0
5.86338,6.473,0,3.08117,0,0,0,39.827,2.46003,0
5.95153,5.91693,0,3.00418,0,0,0,40.2881,1.68122,0
6.2836,6.56115,0,2.67392,0,0,0,39.8203,2.15877,0
6.03968,6.73745,0,3.18048,0,0,0,40.5977,1.61874,0
5.91048,5.42648,0,2.13387,0,0,0,40.1592,1.21481,0
6.15239,5.77908,0,1.82593,0,0,0,40.6632,2.04496,0
7.39049,5.05796,0.0610031,2.34366,0,0,0,41.5853,1.92,0
7.73282,4.199,0.455467,2.67392,0,0,0,41.6553,0.96489,0
7.74308,4.3753,0.427553,2.51995,0,0,0,41.5333,1.14119,0
7.18964,3.47789,0.251256,2.20085,0,0,0,40.9254,0,0
7.11175,3.0484,0.924122,1.87059,0,0,0,39.6215,0,0
6.75714,4.63974,0,1.62847,0,0,0,38.887,0,0
5.54983,4.4747,0,2.38831,0,0,0,37.5446,0,0
5.49448,4.21026,0,1.13308,0,0,0,35.8881,0,0
5.3367,1.94751,0,1.49684,0,0,0,34.7198,0,0
5.08252,1.69432,0,1.34287,0,0,0,33.5559,0,0
4.69309,2.31136,2.97193e-05,1.62964,0,0,0,32.2814,0.101311,0
5.14611,1.97003,0.366579,1.71779,0,0,0,31.9831,0.189459,0
5.05594,1.5021,0.44077,1.56382,0,0,0,31.3368,0.365755,0
5.37573,1.98129,0.296794,2.57694,0,0,0,31.5877,0.868976,0
5.78569,2.41077,0.644981,1.75128,0,0,0,30.5888,0,0
5.24452,0.769729,0.672895,0.98028,0,0,0,30.3492,0,0
4.77097,0.328988,0.348216,0,0,0,0,29.4158,0,0
4.79352,0.328988,0.640575,0,0,0,0,29.1943,0,0
5.0805,0.0758022,0.190283,0,0,0,0,28.9277,0,0
4.70537,0.543729,0,0,0,0,0,28.6632,0,0
4.94929,0.455581,0,0,0,0,0,28.1005,0,0
4.47574,0.785657,0,0,0,0,0,27.4767,0,0
5.5786,2.95559,0,0,0,0,0,28.6746,0,0
5.64421,2.7024,1.27157,0,0,0,0,28.6927,0,0
6.42728,2.24573,2.39913,0,0,0,0,29.3413,0,0
6.70199,2.47173,2.53356,0,0,0,0,29.5922,0,0
6.22844,2.37232,1.90256,0,0,0,0,28.5571,0,0
6.14231,1.19921,1.18342,0,0,0,0,28.1548,0,0
7.01353,1.81625,2.29703,0,0,0,0,29.8724,0,0
7.16105,1.66714,2.21843,0,0,0,0,29.5605,0,0
7.9236,2.01973,2.48287,0,0,0,0,30.2611,0,0
8.28847,1.59025,2.67313,0,0,0,0,30.634,0,0
7.7145,1.06136,2.34845,0,0,0,0,29.9401,0,0
7.8272,0.923508,2.40428,0.0329795,0,0,0,30.6949,0,0
7.5853,0.747212,2.06564,1.08959,0,0,0,30.7536,0.50186,0
9.17599,1.14951,2.84502,1.70663,0,0,0,31.7752,1.20705,0
9.55113,0.252098,2.8171,1.55266,0,0,0,32.6227,1.38334,0
9.60849,0.328988,2.46451,2.35599,0,0,0,32.4215,1.26953,0
9.41368,0.0917302,2.10751,2.4653,0,0,0,30.6925,1.01623,0
9.92406,0.0420269,1.94517,2.53112,0,0,0,30.2066,0.274228,0
10.3115,0.598102,2.25149,3.1035,0,0,0,29.7004,1.46811,0
11.0515,2.23914,2.70619,3.12583,0,0,0,29.7117,2.29826,0
11.2851,2.06285,2.632,3.11466,0,0,0,29.662,2.12196,0
12.4125,2.84492,3.1888,3.46725,0,0,0,29.9513,2.95211,0
13.4744,3.66544,2.85457,2.98302,0,0,0,30.1592,3.60596,0
12.9249,2.78396,1.46256,2.26667,0,0,0,28.8664,1.76937,0
14.0974,3.51633,1.55071,3.34561,0,0,0,28.5049,2.33507,0
13.8658,4.199,1.28627,3.16932,0,0,0,28.7082,2.39755,0
14.288,4.06115,1.64841,3.47725,0,0,0,28.1025,3.00006,0
13.9272,3.09152,1.0872,2.50762,0,0,0,26.7216,2.26921,0
14.4273,3.295,1.04092,3.7182,0,0,0,25.9328,1.82847,0
14.7942,2.51293,0.586225,3.69587,0,0,0,24.891,2.19221,0
15.2369,3.03056,1.287,3.45375,0,0,0,25.3904,1.32525,0
16.1983,3.38315,1.23118,3.47608,0,0,0,25.3633,1.67784,0
16.5407,3.55944,1.71379,3.81751,0,0,0,25.856,2.33169,0
17.2048,3.38315,2.35433,3.31095,0,0,0,26.0278,3.1105,0
16.5427,2.94241,2.02965,2.20968,0,0,0,26.5226,2.43098,0
16.4873,3.37189,2.24782,2.87021,0,0,0,26.4029,2.66976,0
15.8785,3.80137,2.42412,4.02613,0,0,0,27.0356,2.19221,0
15.9339,4.62189,2.51227,4.36756,0,0,0,26.8707,3.71302,0
15.1816,4.74849,2.20595,3.28862,0,0,0,26.4029,3.23546,0
15.0013,5.02419,2.00615,4.15894,0,0,0,26.8549,3.94065,0
13.8083,1.83026,1.57936,4.20243,0,0,0,25.63,4.51749,0
13.8185,0.288624,1.97383,3.38793,0,0,0,26.0345,6.12645,0
13.4106,1.65396,1.81149,3.36561,0,0,0,25.4537,6.25141,0
11.9757,0,0.62369,2.81439,0,0,0,24.7304,6.32503,0
10.9917,0,0,1.88942,0,0,0,24.188,6.77692,0
9.9422,0,0,0.95328,0,0,0,22.4116,5.85863,0
8.92547,0,0,0.19344,0,0,0,22.4704,5.11663,0
9.51172,0,0,0.182275,0,0,0,22.0523,5.17911,0
8.50526,0,0,0.501375,0,0,0,21.4466,5.48037,0
7.96409,0,0,1.23889,0,0,0,21.2951,4.19833,0
8.05224,0,0,0.99677,0,0,0,21.3517,4.04771,0
8.47447,0,0,2.21851,0,0,0,21.0623,3.78326,0
8.09732,0,0,0.74349,0,0,0,21.4285,3.482,0
7.61351,0,0,0.115288,0,0,0,20.7549,2.44989,0
7.70991,0,0,0.985605,0,0,0,21.0239,4.58774,0
6.93508,0,0,0,0,0,0,21.0239,3.15508,0
6.59275,0,0,0,0,0,0,20.9358,2.89064,0
5.78513,0,0,0.556029,0,0,0,20.7844,4.3233,0
5.11073,0,0,1.04026,0,0,0,20.5131,3.19189,0
4.48142,0,0,0.258091,0,0,0,20.3956,1.38097,0
3.18797,0,0,0,0,0,0,19.9797,0.31205,0
2.28193,0,0,0.147614,0,0,0,20.1898,0,0
2.33526,0,0,0.676503,0,0,0,20.8136,0,0
2.00319,0,0,0.169943,0,0,0,21.1368,0,0
2.97282,0,0,1.04026,0,0,0,22.2216,1.0429,0
3.18192,0,0,1.15074,0,0,0,22.2375,0.767314,0
3.03843,0,0,0.74349,0,0,0,22.4341,0,0
2.22054,0,0,0.214601,0,0,0,22.3979,0,0
2.6162,0,0,0.413226,0,0,0,22.9969,0,0
3.26805,0,0,0.281588,0,0,0,23.8489,0,0
2.6162,0,0,0,0,0,0,23.9574,0,0
2.88064,0,0,0,0,0,0,24.4184,0,0
3.57758,0,0,0,0,0,0,24.2218,0,0
3.6124,0,0,0,0,0,0,24.1924,0,0
3.76615,0,0,0,0,0,0,24.3551,0,0
3.61038,0,0,0,0,0,0,24.2399,0,0
4.3689,0,0,0,0,0,0,24.8796,0,0
4.81165,0,0,0,0,0,0,24.3418,0,0
5.76076,0,0,0,0,0,0,24.4842,0,0
5.77102,0,0,0,0,0,0,24.0277,0,0
5.52912,0,0,0,0,0,0,23.1373,0,0
4.71123,0,0,0,0,0,0,22.9994,0,0
4.9326,0,0,0,0,0,0,22.6514,0,0
4.35863,0,0,0,0,0,0,21.5711,0,0
4.74605,0,0,0,0,0,0,20.875,0,0
5.00023,0,0,0,0,0,0,20.1473,0,0
5.87346,0,0,0,0,0,0,20.2219,0,0
4.92436,0,0,0,0,0,0,19.4399,0,0
5.2359,0,0,0,0,0,0,18.0749,0,0
6.76099,0,0,0,0,0,0,18.8004,0,0
6.68512,0,0,0,0,0,0,18.6625,0,0
7.49275,0,0,0,0,0,0,18.5043,0.267471,0
8.31467,0,0,0,0,0,0,17.659,0,0
7.47424,0,0,0,0,0,0,17.3245,0,0
6.20534,0,0,0,0,0,0,16.3866,0,0
6.16429,0,0,0,0,0,0,15.6746,0,0
6.43075,0,0,0,0,0,0,14.7706,0,0
6.30155,0,0,0,0,0,0,13.3761,0,0
6.44303,0,0,0,0,0,0,13.9367,0,0
6.27498,0,0,0,0,0,0,14.0497,0,0
6.80588,0,0,0,0,0,0,13.8396,0,0
6.80588,0,0,0,0,0,0,13.7379,0,0
7.08261,0,0,0,0,0,0,14.0226,0,0
7.83287,0,0,0,0,0,0,14.3368,0,0
8.07679,0,0,0,0,0,0,14.8747,0,0
7.60325,0,0,0,0,0,0,14.739,0,0
8.27765,0,0.00739273,0,0,0,0,15.3514,0,0
8.80855,0,0.680258,0,0,0,0,15.7809,0,0
9.48295,0,0.694215,0,0,0,0,15.3831,0,0
9.94623,0,0.610473,0,0,0,0,15.9368,0,0
11.293,0,1.53383,0,0,0,0,17.4579,0,0
11.6456,0,2.8656,0,0,0,0,18.1517,0,0
12.5106,0.408629,3.11168,0,0,0,0,18.2805,0,0
11.6414,0,2.25811,0,0,0,0,17.7357,0,0
11.9201,0,2.02158,0,0,0,0,17.4464,0,0
11.7664,0,1.27453,0,0,0,0,16.9921,0,0
11.7581,0,1.05195,0,0,0,0,16.818,0,0
11.3912,0,1.65063,0,0,0,0,17.1457,0,0
11.4896,0,2.82006,0,0,0,0,17.6249,0,0
10.3725,0,3.66482,0,0,0,0,17.6768,0,0
10.0199,0,4.69983,0,0,0,0,17.9254,0,0
10.0076,0,4.96427,0,0,0,0,17.4621,0,0
9.94,0,6.14766,0,0,0,0,17.6249,0,0
9.80677,0,6.57004,0,0,0,0,18.8588,0,0
9.09553,0,7.08497,0,0,0,0,18.9628,0,0
9.58337,0,7.31709,0,0,0,0,18.6284,0,0
10.0344,0,7.61386,0,0,0,0,18.5877,0,0
11.0306,0,8.21253,0,0,0,0,18.2962,0,0
11.1598,0,9.53035,0,0,0,0,19.0647,0,0
11.5021,0,8.7877,0,0,0,0,19.3291,0,0
12.0187,0,9.88735,0,0,0,0,20.1925,0,0
11.8527,0,9.37682,0,0,0,0,20.5789,0,0
11.3341,0,9.72501,0,0,0,0,19.8964,0,0
11.2234,0,9.53476,0,0,0,0,19.7066,0,0
11.6887,0,9.53476,0,0,0,0,19.5552,0,0
11.2377,0,8.72747,0,0,0,0,19.128,0,0
11.9018,0,8.52325,0,0,0,0,19.7291,0,0
12.0556,0,7.6785,0,0,0,0,20.0952,0,0
11.9346,0,7.18193,0,0,0,0,19.5076,0,0
10.4669,0,6.53257,0,0,0,0,19.3222,0,0
10.674,0,7.01959,0,0,0,0,20.4703,0.730501,0
8.77172,0,6.98727,0,0,0,0,19.5866,0.704834,0
8.28388,0,7.27963,0,0,0,0,19.4917,1.09424,0
9.24727,0,6.18439,0,0,0,0,19.2386,2.11183,0
10.1225,0,4.38836,0,0,0,0,20.0296,3.24323,0
9.9728,0,3.30267,0,0,0,0,19.4532,2.96426,0
10.7025,0,4.58817,0,0,0,0,20.1492,3.85689,0
10.4852,0,2.56957,0.796977,0,0,0,19.4124,3.1517,0
11.1944,0,2.6254,1.34703,0,0,0,18.9197,3.42729,0
9.80053,0,2.25885,1.50099,0,0,0,18.4971,3.16285,0
10.067,0,1.86439,1.83126,0,0,0,17.7445,3.96732,0
9.22455,0.341078,1.48829,2.18385,0,0,0,17.3445,3.84236,0
8.23238,0,1.10337,2.29316,0,0,0,16.9693,3.19966,0
7.4165,0,0.00372609,1.42284,0,0,0,15.7579,1.06181,0
6.42433,0,0,0,0,0,0,14.908,0,0
5.47523,0,0,0,0,0,0,13.4752,0,0
6.25005,0,0,0,0,0,0,13.5768,0,0
6.08402,0,0,0,0,0,0,13.6085,0,0
5.66582,0,0,0,0,0,0,13.5542,0,0
4.63883,0,0,0.418552,0,0,0,12.8287,0,0
4.73925,0,0,0.407387,0,0,0,12.1913,0,0
5.9999,0,0,1.49749,0,0,0,13.0117,0,0
6.59843,0,0,2.47712,0,0,0,11.9563,0,0
7.21748,0,0,2.40013,0,0,0,11.9744,0,0
6.74394,0,0,1.69495,0,0,0,11.1473,0,0
6.63325,0,0,2.20151,0,0,0,10.9461,0,0
6.16996,0,0,2.26733,0,0,0,10.9596,0,0
5.39917,0,0,1.55098,0,0,0,10.5346,0,0
5.11017,0,0,1.56214,0,0,0,10.5573,0,0
5.56118,0,0,2.26733,0,0,0,10.3404,0,0
4.50138,0,0,1.82659,0,0,0,10.2725,0,0
3.88233,0,0,0,0,0,0,9.85667,0,0
3.41905,0,0,0,0,0,0,9.32101,0,0
4.78012,0,0,0,0,0,0,9.56059,0,0
4.57304,0,0,0,0,0,0,8.88704,0,0
4.81072,0,0,0,0,0,0,7.75922,0,0
5.34163,0,0,0,0,0,0,7.38632,0,0
5.112,0,0,0,0,0,0,6.06646,0,0
5.31084,0,0,0,0,0,0,5.32523,0,0
3.16046,0,0,0,0,0,0,2.4549,0,0
2.57421,0,0,0,0,0,0,2.22887,0,0
1.08394,0,0,0,0,0,0,1.48527,0,0
0.0589695,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.243956,0,0
2.23774,0,0,0,0,0,0,3.26571,0,0
4.24664,0,0,0,0,0,0,5.54386,0,0
6.15108,0,0,0,0,0,0,8.91144,0,0
7.22114,0,0,0,0,0,0,10.0528,0,0
8.15595,0,0,0,0,0,0,11.2485,0,0
9.46791,0,0,0,0,0,0,12.7243,0,0
10.4683,0,0,0,0,0,0,15.1652,0,0
11.9361,0,0,0,0,0,0,16.806,0,0
12.629,0,0,0,0,0,0,16.6615,0,0
12.8012,0,0,0,0,0,0,17.1114,0,0
12.3299,0,0,0.927447,0,0,0,17.8076,0,0
12.0183,0,0,0.212265,0,0,0,17.7987,0,0
10.5343,0,0,0,0,0,0,17.3173,0,0
10.1449,0,0,0.576022,0,0,0,16.9422,0,0
